1,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A00,Cholera,A00.0,"Cholera due to Vibrio cholerae 01, biovar cholerae"
2,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A00,Cholera,A00.1,"Cholera due to Vibrio cholerae 01, biovar eltor"
3,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A00,Cholera,A00.9,"Cholera, unspecified"
4,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A01,Typhoid and paratyphoid fevers,A01.0,Typhoid fever
5,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A01,Typhoid and paratyphoid fevers,A01.1,Paratyphoid fever A
6,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A01,Typhoid and paratyphoid fevers,A01.2,Paratyphoid fever B
7,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A01,Typhoid and paratyphoid fevers,A01.3,Paratyphoid fever C
8,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A01,Typhoid and paratyphoid fevers,A01.4,"Paratyphoid fever, unspecified"
9,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A02,Other salmonella infections,A02.0,Salmonella enteritis
10,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A02,Other salmonella infections,A02.1,Salmonella septicaemia
11,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A02,Other salmonella infections,A02.2,Localized salmonella infections
12,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A02,Other salmonella infections,A02.8,Other specified salmonella infections
13,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A02,Other salmonella infections,A02.9,"Salmonella infection, unspecified"
14,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A03,Shigellosis,A03.0,Shigellosis due to Shigella dysenteriae
15,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A03,Shigellosis,A03.1,Shigellosis due to Shigella flexneri
16,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A03,Shigellosis,A03.2,Shigellosis due to Shigella boydii
17,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A03,Shigellosis,A03.3,Shigellosis due to Shigella sonnei
18,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A03,Shigellosis,A03.8,Other shigellosis
19,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A03,Shigellosis,A03.9,"Shigellosis, unspecified"
20,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A04,Other bacterial intestinal infections,A04.0,Enteropathogenic Escherichia coli infection
21,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A04,Other bacterial intestinal infections,A04.1,Enterotoxigenic Escherichia coli infection
22,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A04,Other bacterial intestinal infections,A04.2,Enteroinvasive Escherichia coli infection
23,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A04,Other bacterial intestinal infections,A04.3,Enterohaemorrhagic Escherichia coli infection
24,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A04,Other bacterial intestinal infections,A04.4,Other intestinal Escherichia coli infections
25,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A04,Other bacterial intestinal infections,A04.5,Campylobacter enteritis
26,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A04,Other bacterial intestinal infections,A04.6,Enteritis due to Yersinia enterocolitica
27,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A04,Other bacterial intestinal infections,A04.7,Enterocolitis due to Clostridium difficile
28,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A04,Other bacterial intestinal infections,A04.8,Other specified bacterial intestinal infections
29,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A04,Other bacterial intestinal infections,A04.9,"Bacterial intestinal infection, unspecified"
30,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A05.0,Foodborne staphylococcal intoxication
31,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A05.1,Botulism
32,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A05.2,Foodborne Clostridium perfringens [Clostridium welchii] intoxication
33,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A05.3,Foodborne Vibrio parahaemolyticus intoxication
34,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A05.4,Foodborne Bacillus cereus intoxication
35,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A05.8,Other specified bacterial foodborne intoxications
36,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A05.9,"Bacterial foodborne intoxication, unspecified"
37,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A06,Amoebiasis,A06.0,Acute amoebic dysentery
38,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A06,Amoebiasis,A06.1,Chronic intestinal amoebiasis
39,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A06,Amoebiasis,A06.2,Amoebic nondysenteric colitis
40,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A06,Amoebiasis,A06.3,Amoeboma of intestine
41,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A06,Amoebiasis,A06.4,Amoebic liver abscess
42,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A06,Amoebiasis,A06.5,Amoebic lung abscessJ99.8
43,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A06,Amoebiasis,A06.6,Amoebic brain abscessG07
44,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A06,Amoebiasis,A06.7,Cutaneous amoebiasis
45,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A06,Amoebiasis,A06.8,Amoebic infection of other sites
46,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A06,Amoebiasis,A06.9,"Amoebiasis, unspecified"
47,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A07,Other protozoal intestinal diseases,A07.0,Balantidiasis
48,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A07,Other protozoal intestinal diseases,A07.1,Giardiasis [lambliasis]
49,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A07,Other protozoal intestinal diseases,A07.2,Cryptosporidiosis
50,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A07,Other protozoal intestinal diseases,A07.3,Isosporiasis
51,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A07,Other protozoal intestinal diseases,A07.8,Other specified protozoal intestinal diseases
52,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A07,Other protozoal intestinal diseases,A07.9,"Protozoal intestinal disease, unspecified"
53,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A08,Viral and other specified intestinal infections,A08.0,Rotaviral enteritis
54,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A08,Viral and other specified intestinal infections,A08.1,Acute gastroenteropathy due to Norwalk agent
55,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A08,Viral and other specified intestinal infections,A08.2,Adenoviral enteritis
56,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A08,Viral and other specified intestinal infections,A08.3,Other viral enteritis
57,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A08,Viral and other specified intestinal infections,A08.4,"Viral intestinal infection, unspecified"
58,I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A08,Viral and other specified intestinal infections,A08.5,Other specified intestinal infections
59,I,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A15.0,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture"
60,I,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A15.1,"Tuberculosis of lung, confirmed by culture only"
61,I,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A15.2,"Tuberculosis of lung, confirmed histologically"
62,I,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A15.3,"Tuberculosis of lung, confirmed by unspecified means"
63,I,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A15.4,"Tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically and histologically"
64,I,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A15.5,"Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically"
65,I,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A15.6,"Tuberculous pleurisy, confirmed bacteriologically and histologically"
66,I,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A15.7,"Primary respiratory tuberculosis, confirmed bacteriologically and histologically"
67,I,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A15.8,"Other respiratory tuberculosis, confirmed bacteriologically and histologically"
68,I,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A15.9,"Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically"
69,I,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",A16.0,"Tuberculosis of lung, bacteriologically and histologically negative"
70,I,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",A16.1,"Tuberculosis of lung, bacteriological and histological examination not done"
